job_id,title,company,role_key,Academic Communication Skills,Advanced Database Design & Management,Computer Systems & Networking,Data Engineering & BI Analytics,Database Administration & Storage,Database Design & Administration,Employability & Workplace Readiness,Full-Stack Web Application Development,IT Project Management & Execution,Information Retrieval & Web Analytics,Information Security Analytics,Information Systems & Database Design,Java & Object-Oriented Application Development,Machine Learning & Optimization,Mathematics & Logical Thinking,Mobile Application Design & Development,Networking & Protocol Management,Object-Oriented Design & Programming,Operating Systems & System Administration,Problem Solving & Algorithm Development,Professionalism & Workplace Readiness,Programming Fundamentals & C Language,Software Development & Engineering Practices,Software Development Processes,Statistical Analysis & Data Interpretation,Statistical Modeling & Data Analysis,Web Development & Internet Technologies
lead-ai-ml-engineer-%2B-agent-orchestration-1m-lkr-p-m-at-codax-4324581179,Lead AI/ML Engineer + Agent Orchestration (1M LKR - P/m),codax,ai_ml_engineer,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
machine-learning-engineer-python-ifs-loops-at-ifs-4337104017,Machine Learning Engineer (Python)- IFS Loops,IFS,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
ai-engineer-at-heymilo-ai-4323227897,AI Engineer,HeyMilo AI,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
full-stack-ai-application-engineer-at-prismetic-4347234085,Full-Stack AI Application Engineer,PRISMETIC,ai_ml_engineer,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
senior-ai-augmented-software-engineer-at-dijital-team-4320712827,Senior AI-Augmented Software Engineer,Dijital Team,ai_ml_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
machine-learning-engineer-l5-ads-at-netflix-4295854495,Machine Learning Engineer (L5) - Ads,Netflix,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
machine-learning-engineer-at-emonics-llc-4324337386,Machine Learning Engineer,Emonics LLC,ai_ml_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
machine-learning-engineer-l4-production-science-at-netflix-4340536132,Machine Learning Engineer (L4) - Production Science,Netflix,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
machine-learning-engineer-l5-content-understanding-at-netflix-4241285593,Machine Learning Engineer (L5) - Content Understanding,Netflix,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
machine-learning-engineer-at-bumble-inc-4314095829,Machine Learning Engineer,Bumble Inc.,ai_ml_engineer,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
machine-learning-engineer-ai-for-member-systems-at-netflix-4118831761,"Machine Learning Engineer, AI for Member Systems",Netflix,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
ai-ml-engineer-at-chubb-4347318862,AI/ML Engineer,Chubb,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
ai-ml-engineer-%E2%80%93-xr-software-all-levels-at-qualcomm-4273838318,AI/ML Engineer – XR Software (All levels)),Qualcomm,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ai-ml-engineer-at-the-value-maximizer-4338181441,AI/ML Engineer,The Value Maximizer,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ai-ml-engineer-at-terralogic-4338525238,AI/ML ENGINEER,Terralogic,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
ai-ml-engineer-at-ringcentral-4334405012,AI/ML Engineer,RingCentral,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
senior-python-ai-ml-engineer-at-endava-4340254710,Senior Python AI/ML Engineer,Endava,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ai-ml-gcp-engineer-at-endava-4340263600,AI/ML GCP Engineer,Endava,ai_ml_engineer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
machine-learning-engineer-4-at-hackajob-4321068476,Machine Learning Engineer 4,hackajob,ai_ml_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
data-analyst-at-innodata-lanka-4340967442,Data Analyst,Innodata Lanka,data_analyst,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graduate-trainees-%E2%80%93-data-analyst-fixed-term-contract-at-hatton-national-bank-plc-4324586092,Graduate Trainees – Data Analyst (Fixed Term Contract),Hatton National Bank PLC,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
market-data-compliance-analyst-at-lseg-4322775861,Market Data Compliance Analyst,LSEG,data_analyst,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devops-engineer-at-qlub-4347014040,DevOps Engineer,qlub,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
lead-devops-engineer-at-intervest-software-technologies-private-limited-4324347311,Lead Devops Engineer,Intervest Software Technologies (Private) Limited,devops_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
business-data-analyst-at-capgemini-4323870887,Business Data Analyst,Capgemini,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
business-intelligence-data-analyst-at-simplepractice-4274385912,Business Intelligence Data Analyst,SimplePractice,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-at-insight-global-4324387319,Data Analyst,Insight Global,data_analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-kpmg-india-4338690745,Data Analyst,KPMG India,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data-analyst-at-nestaway-4323172884,Data Analyst,Nestaway,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
data-analyst-at-easemytrip-com-4347002051,Data Analyst,EaseMyTrip.com,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
staff-forecasting-data-analyst-at-linkedin-4339212886,Staff Forecasting & Data Analyst,LinkedIn,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data-engineer-at-otelier-4321805448,Data Engineer,Otelier,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
senior-data-engineer-at-gallagher-4324284761,Senior Data Engineer,Gallagher,data_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer-at-axiata-digital-labs-4336111832,Data Engineer,Axiata Digital Labs,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
data-engineer-at-qoria-sri-lanka-4336413918,Data Engineer,Qoria Sri Lanka,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
senior-data-engineer-databricks-at-alp-consulting-ltd-4323480397,Senior Data Engineer - Databricks,Alp Consulting Ltd.,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
azure-data-engineer-at-dijital-team-4322691222,Azure Data Engineer,Dijital Team,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
senior-data-engineer-snowflake-at-alp-consulting-ltd-4322925352,Senior Data Engineer - Snowflake,Alp Consulting Ltd.,data_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
senior-data-engineer-snowflake-at-alp-consulting-ltd-4322907141,Senior Data Engineer- Snowflake,Alp Consulting Ltd.,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
senior-data-engineer-architect-at-therighttalent-4324813751,Senior Data Engineer/Architect,Therighttalent,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
python-data-engineer-at-deloitte-4340656301,Python Data Engineer,Deloitte,data_engineer,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
data-engineer-at-deloitte-4340443717,Data Engineer,Deloitte,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
data-engineer-at-procter-gamble-4298716828,Data Engineer,Procter & Gamble,data_engineer,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
data-engineer-at-pwc-india-4324121291,Data Engineer,PwC India,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devops-engineer-at-nimi-4336736251,DevOps Engineer,Nimi,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
senior-devops-engineer-at-fortude-4337671048,Senior DevOps Engineer,Fortude,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
devops-engineer-at-mitra-ai-4324912940,DevOps Engineer,Mitra AI,devops_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
devops-engineer-at-lseg-4307022354,DevOps Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
senior-devops-engineer-at-lseg-4322572635,Senior DevOps Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
senior-devops-engineer-at-lseg-4256733142,Senior DevOps Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
senior-devops-engineer-azure-ifs-ultimo-at-ifs-4336660716,Senior DevOps Engineer (Azure) - IFS Ultimo,IFS,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
senior-devops-engineer-at-lseg-4317464517,Senior Devops Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lead-devops-engineer-gcp-at-virtusa-4347014854,Lead DevOps Engineer - GCP,Virtusa,devops_engineer,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lead-devops-engineer-at-lseg-4322835759,Lead DevOps Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
lead-devops-engineer-at-lseg-4324086911,Lead DevOps Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
lead-devops-engineer-site-reliability-engineering-at-lseg-4278915804,Lead DevOps Engineer Site Reliability Engineering,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
lead-gcp-devops-engineer-at-virtusa-4341349204,Lead GCP DevOps Engineer,Virtusa,devops_engineer,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
devops-engineer-at-infstones-4339342430,DevOps Engineer,InfStones,devops_engineer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
devops-cloud-engineer-based-in-u-s-a-at-advancio-4324442139,DevOps Cloud Engineer Based in U.S.A,Advancio,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
devops-engineer-at-radcube-4323194999,DevOps Engineer,RADcube,devops_engineer,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
devops-engineer-2-at-jar-4339240571,Devops Engineer - 2,Jar,devops_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
consultant-web-based-dashboard-developer-at-international-water-management-institute-iwmi-4338586990,Consultant - Web based Dashboard Developer,International Water Management Institute (IWMI),web_developer,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lead-web-developer-at-dijital-team-4280549991,Lead Web Developer,Dijital Team,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jr-web-developer-entry-level-at-planned-systems-international-4280244237,Jr Web Developer (Entry Level),Planned Systems International,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
junior-web-developer-at-oasis-beach-club-4324551673,Junior Web Developer,Oasis Beach Club,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
junior-web-developer-remote-%E2%80%8B-at-taskify-ai-4339125657,Junior Web Developer (Remote),Taskify AI,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
web-developer-at-obermind-ltd-4336555109,Web Developer,Obermind Ltd,web_developer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
junior-web-developer-at-guruschools-llc-4337158225,Junior Web Developer,GuruSchools LLC,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
jr-front-end-web-developer-at-webfx-4333788682,Jr. Front-End Web Developer,WebFX,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
frontend-web-developer-at-bubblynet-4347514675,Frontend Web Developer,BubblyNet,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
software-engineer-at-pearson-4324801180,Software Engineer,Pearson,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
software-engineer-data-remote-full-time-at-cut%2Bdry-4339254514,Software Engineer - Data (Remote) Full-Time,Cut+Dry,software_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
associate-software-engineer-python-at-ilabs-4321207367,Associate Software Engineer - Python,iLabs,software_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
software-engineer-associate-react-native-at-ilabs-4322995059,Software Engineer / Associate - React Native,iLabs,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
senior-software-engineer-remote-full-time-at-cut%2Bdry-4336908285,Senior Software Engineer (Remote) Full-Time,Cut+Dry,software_engineer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
software-engineer-igt1-lanka-sitecore-at-igt1-4340956996,Software Engineer (IGT1 Lanka: Sitecore),IGT1,software_engineer,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
software-engineer-net-at-virtusa-4340005128,Software Engineer-.NET,Virtusa,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
intern-software-engineer-at-zebra-technologies-4341857722,Intern Software Engineer,Zebra Technologies,software_engineer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-engineer-backend-at-saltside-4322783150,Software Engineer (Backend),Saltside,software_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
healthcare-data-analyst-at-infosys-4320258622,Healthcare Data Analyst,Infosys,data_analyst,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-1-at-jar-4339350249,Data Analyst - 1,Jar,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-wipro-4337253357,Data Analyst,Wipro,data_analyst,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
software-engineer-%E2%80%93-backend-at-levein-group-4324476715,Software Engineer – Backend,Levein Group,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
software-engineer-at-2xdev-4322952805,Software Engineer,2xDev,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
associate-software-engineer-at-riskonnect-inc-4334444073,Associate Software Engineer,"Riskonnect, Inc.",data_analyst,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
python-software-engineer-at-virtusa-4324324008,Python Software Engineer,Virtusa,software_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
software-engineer-fullstack-early-career-at-notion-4334367155,"Software Engineer, Fullstack, Early Career",Notion,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
software-engineer-new-grad-web-at-clear-4339211205,"Software Engineer, New Grad, Web",CLEAR,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
software-engineer-new-grad-backend-at-clear-4339390809,"Software Engineer, New Grad, Backend",CLEAR,software_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
software-engineer-at-microsoft-4341828947,Software Engineer,Microsoft,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ai-engineer-at-ifs-4285393282,AI Engineer,IFS,ai_ml_engineer,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0
ai-research-engineer-agentic-ai-intelligent-automation-at-robotic-assistance-devices-4320474225,AI Research Engineer - Agentic AI & Intelligent Automation,Robotic Assistance Devices,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
