job_id,title,company,role_key,Academic Communication Skills,Advanced Database Design & Management,Computer Systems & Networking,Data Engineering & BI Analytics,Database Administration & Storage,Database Design & Administration,Employability & Workplace Readiness,Full-Stack Web Application Development,IT Project Management & Execution,Information Retrieval & Web Analytics,Information Security Analytics,Information Systems & Database Design,Java & Object-Oriented Application Development,Machine Learning & Optimization,Mathematics & Logical Thinking,Mobile Application Design & Development,Networking & Protocol Management,Object-Oriented Design & Programming,Operating Systems & System Administration,Problem Solving & Algorithm Development,Professionalism & Workplace Readiness,Programming Fundamentals & C Language,Software Development & Engineering Practices,Software Development Processes,Statistical Analysis & Data Interpretation,Statistical Modeling & Data Analysis,Web Development & Internet Technologies
ai-research-engineer-computer-vision-analytics-at-robotic-assistance-devices-4320434287,AI Research Engineer Computer Vision & Analytics,Robotic Assistance Devices,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ai-ml-engineer-at-rsc-solutions-4323135079,AI/ML Engineer,RSC Solutions,ai_ml_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
machine-learning-engineer-at-aaa-global-4336568645,Machine Learning Engineer,AAA Global,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
avp-vp-ai-ml-engineer-at-caspian-one-4341138446,AVP/VP - AI/ML Engineer,Caspian One,ai_ml_engineer,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ai-engineer-new-grad-at-traversal-4336826567,AI Engineer - New Grad,Traversal,ai_ml_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
ai-ml-engineer-at-oracle-4337407644,AI/ML Engineer,Oracle,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
ai-ml-engineer-at-emerson-4295163204,AI/ML Engineer,Emerson,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
ai-ml-engineer-at-aivar-innovations-4340978167,AI/ML Engineer,Aivar Innovations,ai_ml_engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
data-analyst-at-syra-health-4340986838,Data Analyst,Syra Health,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
data-analyst-at-exxonmobil-4337073004,Data Analyst,ExxonMobil,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
data-analyst-at-allied-consultants-inc-4323015156,Data Analyst,"Allied Consultants, Inc.",data_analyst,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-at-emids-4323115520,Data Analyst,Emids,data_analyst,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-t500-20905-at-delta-air-lines-4315163413,Data Analyst [T500-20905],Delta Air Lines,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
am-data-analyst-at-medanta-4335443971,AM-Data Analyst,Medanta,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-persistent-systems-4341161525,Data Analyst,Persistent Systems,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-at-sparknovatechsolutions-4323143326,Data Analyst,SparkNovaTechSolutions,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-capgemini-4323265940,Data Analyst,Capgemini,data_analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analytics-analyst-t500-20967-at-inspire-4317817468,Data Analytics Analyst [T500-20967],Inspire,data_analyst,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data-analyst-at-tata-consultancy-services-4322750798,Data Analyst,Tata Consultancy Services,data_analyst,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data-analyst-data-management-and-analytics-data-ops-data-analyst-at-exl-4332002302,Data Analyst-Data Management and Analytics-Data Ops/Data Analyst,EXL,data_analyst,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-analyst-at-dgh-recruitment-4323055410,Data Analyst,DGH Recruitment,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-at-haystack-4323115216,Data Analyst,Haystack,data_analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
senior-data-engineer-at-cube-4320435637,Senior Data Engineer,CUBE,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-engineer-solution-architect-at-therighttalent-4322125938,Data Engineer & Solution Architect,Therighttalent,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-network-engineer-walk-in-interview-21th-nov-at-cinnamon-life-offices-level-6-at-hcltech-sri-lanka-4340997427,"Data Network Engineer (Walk in Interview 21th Nov at Cinnamon Life Offices, Level 6)",HCLTech Sri Lanka,data_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer-at-lazard-4306156872,Data Engineer,Lazard,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-engineer-go-to-market-at-google-4323267394,"Data Engineer, Go-To-Market",Google,data_engineer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
data-engineer-iii-t500-19720-at-mcdonald-s-4312072305,Data Engineer III [T500-19720],McDonald's,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
data-engineer-at-albert-invent-4341328373,Data Engineer,Albert Invent,data_engineer,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
junior-data%C2%A0engineer-at-uptitude-4323174686,Junior Data Engineer,UPTITUDE,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-engineer-python-sql-spark-etl-at-staples-india-4323033705,"Data Engineer (Python, SQL, Spark, ETL)",Staples India,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
senior-devops-engineer-at-qlub-4322000594,Senior DevOps Engineer,qlub,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
devops-engineer-at-lseg-4338141523,DevOps Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
senior-devops-engineer-at-acuity-knowledge-partners-4323394170,Senior DevOps Engineer,Acuity Knowledge Partners,devops_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
senior-devops-engineer-at-coveragex-sri-lanka-4323172766,Senior DevOps Engineer,CoverageX Sri Lanka,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
lead-devops-engineer-at-lseg-4251776269,Lead Devops Engineer,LSEG,devops_engineer,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
devops-engineer-at-paramount-4335876548,DevOps Engineer,Paramount,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
devops-engineer-at-kiakia-finance-4341890095,DevOps Engineer,KiaKia Finance,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devops-engineer-at-infosys-4298628792,Devops Engineer,Infosys,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devops-engineer-at-razorpay-4340066795,DevOps Engineer,Razorpay,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
entry-level-web-developer-at-ibm-4341139193,Entry Level Web Developer,IBM,web_developer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
senior-software-engineer-net-at-virtusa-4336889409,Senior Software Engineer - .NET,Virtusa,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
software-engineer-%E2%80%93-swift-flutter%C2%A0-ec-46-at-eyepax-4334543608,Software Engineer – Swift/Flutter (EC-46),Eyepax,software_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
associate-software-engineer-%E2%80%93-frontend-at-qoria-sri-lanka-4335250347,Associate Software Engineer – Frontend,Qoria Sri Lanka,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior-software-quality-assurance-engineer-at-hcltech-sri-lanka-4315658480,Senior Software Quality Assurance Engineer,HCLTech Sri Lanka,software_engineer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lead-senior-software-engineer-frontend-igt1-lanka-sitecore-at-igt1-4340964081,Lead / Senior Software Engineer - Frontend (IGT1 Lanka: Sitecore),IGT1,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lead-software-engineer-at-coninnova-4322772391,Lead Software Engineer,ConInnova,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
senior-software-engineer-igt1-lanka-sitecore-at-igt1-4341336918,Senior Software Engineer (IGT1 Lanka: Sitecore),IGT1,software_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
senior-software-engineer-at-h2o-ai-4312491121,Senior Software Engineer,H2O.ai,software_engineer,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
lead-software-engineer-maritime-at-stark-4335914632,Lead Software Engineer Maritime,STARK,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
software-engineer-internship-at-seatgeek-4307571879,Software Engineer - Internship,SeatGeek,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
full-stack-software-engineer-new-graduates-united-states-at-wanderlog-4336765627,Full-Stack Software Engineer (New graduates: United States),Wanderlog,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
software-engineer-frontend-all-levels-at-ramp-4332771770,"Software Engineer, Frontend, All Levels",Ramp,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-engineer-backend-at-doordash-4084261319,"Software Engineer, Backend",DoorDash,software_engineer,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
software-engineer-at-flipkart-4321656293,Software Engineer,Flipkart,software_engineer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-engineer-at-makemytrip-4335089915,Software Engineer,MakeMyTrip,software_engineer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-engineer-frontend-at-doordash-4248552076,"Software Engineer, Frontend",DoorDash,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
%E2%80%8B%E2%80%8Bsoftware-engineer%E2%80%8B-at-microsoft-4341623116,Software Engineer,Microsoft,software_engineer,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
senior-ai-ml-engineer-at-skaleart-4325117007,Senior AI/ML Engineer,Skaleart,ai_ml_engineer,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
machine-learning-engineer-at-zillow-4343864230,Machine Learning Engineer,Zillow,ai_ml_engineer,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ai-ml-research-engineer-at-auric-ai-labs-4350173418,AI/ML Research Engineer,Auric AI Labs,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ai-ml-engineer-at-hdfc-bank-4348381505,AI/ML Engineer,HDFC Bank,ai_ml_engineer,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
ai-software-engineer-at-dhl-4327806638,AI Software Engineer,DHL,ai_ml_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ai-software-engineer-at-dhl-4327863594,AI Software Engineer,DHL,ai_ml_engineer,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ai-ml-software-engineer-at-ebay-4265461193,AI/ML Software Engineer,eBay,ai_ml_engineer,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
machine-learning-engineer-intern-at-tinder-4323750983,Machine Learning Engineer Intern,Tinder,ai_ml_engineer,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
data-analyst-fixed-term-contract-at-hatton-national-bank-plc-4324664637,Data Analyst (Fixed Term Contract),Hatton National Bank PLC,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-dashboard-development-analytics-at-pbg-4343658157,Data Analyst - Dashboard Development & Analytics,PBG,data_analyst,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-kpmg-india-4323182631,Data Analyst,KPMG India,data_analyst,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data-analyst-at-birla-opus-4341279420,Data Analyst,Birla Opus,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-sonovate-4343783167,Data Analyst,Sonovate,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
data-analyst-at-morgan-mckinley-4327674841,Data Analyst,Morgan McKinley,data_analyst,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-at-uniperms-4343627051,Data Analyst,Uniperms,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data-analyst-at-new-york-state-unified-court-system-4344230382,Data Analyst,New York State Unified Court System,data_analyst,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-analyst-at-the-walt-disney-company-4343923967,Data Analyst,The Walt Disney Company,data_analyst,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trainee-data-engineer-business-intelligence-at-qoria-4342764176,Trainee Data Engineer (Business Intelligence),Qoria,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-engineer-at-cube-4320535662,Data Engineer,CUBE,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
data-engineer-l5-at-netflix-3982462774,Data Engineer (L5),Netflix,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
data-engineer-analytics-university-grad-at-meta-4333234367,"Data Engineer, Analytics (University Grad)",Meta,data_engineer,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data-engineer-l5-ads-at-netflix-3989284331,Data Engineer (L5) - Ads,Netflix,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
data-engineer-i-itc-at-nike-4341255293,"Data Engineer I, ITC",Nike,data_engineer,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
python-data-engineer-at-infosys-4321290500,Python Data Engineer,Infosys,data_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
associate-python-data-engineer-gdc-at-pwc-india-4291069034,Associate - Python Data Engineer - GDC,PwC India,data_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data-engineer-i-at-booking-com-4340386217,Data Engineer I,Booking.com,data_engineer,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
data-engineer-at-adria-solutions-ltd-4344033579,Data Engineer,Adria Solutions Ltd,data_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devops-engineer-1-at-stellar-health-4341503603,DevOps Engineer 1,Stellar Health,devops_engineer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
devops-engineer-at-larsen-toubro-4294308779,DevOps Engineer,Larsen & Toubro,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
devops-engineer-at-infosys-4320032037,Devops Engineer,Infosys,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
junior-devops-engineer-at-flox-4343706854,Junior DevOps Engineer,FLOX,devops_engineer,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
junior-devops-engineer-at-sparta-global-4344055398,Junior DevOps Engineer,Sparta Global,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
dev-ops-engineer-at-punter-southall-4342964247,Dev-Ops Engineer,Punter Southall,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
devops-engineer-at-ascendion-4344359761,DevOps Engineer,Ascendion,devops_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
senior-devops-engineer-at-streamline-4343955799,Senior DevOps Engineer,Streamline,devops_engineer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
web-ui-developer-at-deutsche-bank-4151254134,Web UI Developer,Deutsche Bank,web_developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-engineer-remote-full-time-at-cut%2Bdry-4342738934,Software Engineer (Remote) Full-Time,Cut+Dry,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
software-engineer-1-at-intuit-4333562794,Software Engineer 1,Intuit,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
software-engineer-new-grad-at-seatgeek-4341610061,Software Engineer - New Grad,SeatGeek,software_engineer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
data-analyst-at-chevron-4341962225,Data Analyst,Chevron,data_analyst,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
software-engineer-university-grad-bangalore-at-meta-4311909465,Software Engineer (University Grad) - Bangalore,Meta,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
software-engineer-at-microsoft-4343011374,Software Engineer,Microsoft,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
software-engineer-at-microsoft-4326794717,Software Engineer,Microsoft,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
software-engineer-intern-at-stripe-4335414748,"Software Engineer, Intern",Stripe,software_engineer,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
